,clean
6177,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,2dr SUV,GMC Jimmy"
6178,"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,GMC Jimmy"
6179,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,GMC Jimmy"
6180,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,2dr SUV,GMC Jimmy"
6181,"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,GMC Jimmy"
6182,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,GMC Jimmy"
6183,"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,GMC Jimmy"
6184,"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,GMC Jimmy"
6185,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,GMC Jimmy"
6186,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6187,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6188,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6189,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6190,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6191,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6192,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6193,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6194,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6195,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6196,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6197,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6198,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6199,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6200,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6201,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6202,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Dodge Journey"
6203,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6204,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6205,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6206,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6207,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6208,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6209,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6210,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6211,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Midsize,4dr SUV,Dodge Journey"
6212,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6213,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6214,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6215,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6216,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Dodge Journey"
6217,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6218,"premium unleaded (required),MANUAL,front wheel drive,Crossover,Hatchback,Factory Tuner,Performance,Compact,4dr Hatchback,Nissan Juke"
6219,"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Hatchback,Factory Tuner,Performance,Compact,4dr Hatchback,Nissan Juke"
6220,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6221,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6222,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6223,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6224,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6225,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Performance,Compact,4dr Hatchback,Nissan Juke"
6226,"premium unleaded (recommended),MANUAL,front wheel drive,Crossover,Hatchback,Performance,Compact,4dr Hatchback,Nissan Juke"
6227,"premium unleaded (recommended),MANUAL,front wheel drive,Crossover,Hatchback,Performance,Compact,4dr Hatchback,Nissan Juke"
6228,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6229,"premium unleaded (required),MANUAL,front wheel drive,Crossover,Hatchback,Factory Tuner,Performance,Compact,4dr Hatchback,Nissan Juke"
6230,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6231,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6232,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6233,"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Hatchback,Factory Tuner,Performance,Compact,4dr Hatchback,Nissan Juke"
6234,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6235,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Performance,Compact,4dr Hatchback,Nissan Juke"
6236,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6237,"premium unleaded (required),MANUAL,front wheel drive,Crossover,Hatchback,Factory Tuner,Performance,Compact,4dr Hatchback,Nissan Juke"
6238,"premium unleaded (recommended),MANUAL,front wheel drive,Crossover,Hatchback,Performance,Compact,4dr Hatchback,Nissan Juke"
6239,"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Hatchback,Factory Tuner,Performance,Compact,4dr Hatchback,Nissan Juke"
6240,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Performance,Compact,4dr Hatchback,Nissan Juke"
6241,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6242,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6243,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6244,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6245,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6246,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Hatchback,Compact,4dr Hatchback,Nissan Juke"
6247,"regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,2dr Hatchback,Subaru Justy"
6248,"regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,4dr Hatchback,Subaru Justy"
6249,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Subaru Justy"
6250,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Subaru Justy"
6251,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,Subaru Justy"
6252,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Subaru Justy"
6253,"regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,4dr Hatchback,Subaru Justy"
6254,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Subaru Justy"
6255,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Subaru Justy"
6256,"regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,4dr Hatchback,Subaru Justy"
6257,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Luxury,Large,4dr SUV,Infiniti JX"
6258,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Luxury,Large,4dr SUV,Infiniti JX"
6259,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Kia K900"
6260,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Kia K900"
6261,"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Kia K900"
6262,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Kia K900"
6263,"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Kia K900"
6264,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6265,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6266,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6267,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6268,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6269,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6270,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6271,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6272,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6273,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6274,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6275,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6276,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6277,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6278,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6279,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6280,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6281,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6282,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6283,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6284,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6285,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6286,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6287,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6288,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6289,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6290,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6291,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6292,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6293,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6294,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6295,"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,Sedan,Suzuki Kizashi"
6296,"regular unleaded,AUTOMATIC,front wheel drive,Flex Fuel,Hybrid,Large,Sedan,Buick LaCrosse"
6297,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Large,Sedan,Buick LaCrosse"
6298,"flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Flex Fuel,Performance,Large,Sedan,Buick LaCrosse"
6299,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Performance,Large,Sedan,Buick LaCrosse"
6300,"regular unleaded,AUTOMATIC,front wheel drive,Flex Fuel,Hybrid,Large,Sedan,Buick LaCrosse"
6301,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Performance,Large,Sedan,Buick LaCrosse"
6302,"flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Flex Fuel,Performance,Large,Sedan,Buick LaCrosse"
6303,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Performance,Large,Sedan,Buick LaCrosse"
6304,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Performance,Large,Sedan,Buick LaCrosse"
6305,"flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Flex Fuel,Performance,Large,Sedan,Buick LaCrosse"
6306,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Performance,Hybrid,Large,Sedan,Buick LaCrosse"
6307,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Performance,Hybrid,Large,Sedan,Buick LaCrosse"
6308,"flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Flex Fuel,Performance,Large,Sedan,Buick LaCrosse"
6309,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Performance,Large,Sedan,Buick LaCrosse"
6310,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Large,Sedan,Buick LaCrosse"
6311,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,Buick LaCrosse"
6312,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,Buick LaCrosse"
6313,"regular unleaded,AUTOMATIC,all wheel drive,Performance,Large,Sedan,Buick LaCrosse"
6314,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,Buick LaCrosse"
6315,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,Buick LaCrosse"
6316,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Performance,Compact,Sedan,Mitsubishi Lancer Evolution"
6317,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Performance,Compact,Sedan,Mitsubishi Lancer Evolution"
6318,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Performance,Compact,Sedan,Mitsubishi Lancer Evolution"
6319,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Performance,Compact,Sedan,Mitsubishi Lancer Evolution"
6320,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,High-Performance,Compact,Sedan,Mitsubishi Lancer Evolution"
6321,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Performance,Compact,Sedan,Mitsubishi Lancer Evolution"
6322,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Performance,Compact,Sedan,Mitsubishi Lancer Evolution"
6323,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mitsubishi Lancer Sportback"
6324,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mitsubishi Lancer Sportback"
6325,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mitsubishi Lancer Sportback"
6326,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mitsubishi Lancer Sportback"
6327,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mitsubishi Lancer Sportback"
6328,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mitsubishi Lancer Sportback"
6329,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6330,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Performance,Compact,Sedan,Mitsubishi Lancer"
6331,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6332,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6333,"regular unleaded,AUTOMATIC,all wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6334,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6335,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6336,"regular unleaded,AUTOMATIC,all wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6337,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6338,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6339,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6340,"regular unleaded,AUTOMATIC,all wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6341,"regular unleaded,AUTOMATIC,all wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6342,"regular unleaded,AUTOMATIC,all wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6343,"regular unleaded,AUTOMATIC,all wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6344,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6345,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6346,"regular unleaded,AUTOMATIC,all wheel drive,nan,Compact,Sedan,Mitsubishi Lancer"
6347,"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,Toyota Land Cruiser"
6348,"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,Toyota Land Cruiser"
6349,"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,Toyota Land Cruiser"
6350,"premium unleaded (required),AUTOMATIC,rear wheel drive,Exotic,Luxury,High-Performance,Large,Convertible,Maybach Landaulet"
6351,"premium unleaded (required),AUTOMATIC,rear wheel drive,Exotic,Luxury,Performance,Large,Convertible,Maybach Landaulet"
6352,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Plymouth Laser"
6353,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Plymouth Laser"
6354,"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,2dr Hatchback,Plymouth Laser"
6355,"regular unleaded,MANUAL,all wheel drive,Hatchback,Performance,Compact,2dr Hatchback,Plymouth Laser"
6356,"regular unleaded,MANUAL,all wheel drive,Hatchback,Performance,Compact,2dr Hatchback,Plymouth Laser"
6357,"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,2dr Hatchback,Plymouth Laser"
6358,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Plymouth Laser"
6359,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Plymouth Laser"
6360,"regular unleaded,MANUAL,all wheel drive,Hatchback,Performance,Compact,2dr Hatchback,Plymouth Laser"
6361,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Plymouth Laser"
6362,"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,2dr Hatchback,Plymouth Laser"
6363,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Plymouth Laser"
6364,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Coupe,Chrysler Le Baron"
6365,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Chrysler Le Baron"
6366,"regular unleaded,UNKNOWN,front wheel drive,nan,Compact,Coupe,Chrysler Le Baron"
6367,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Convertible,Chrysler Le Baron"
6368,"regular unleaded,UNKNOWN,front wheel drive,nan,Compact,Convertible,Chrysler Le Baron"
6369,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Coupe,Chrysler Le Baron"
6370,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Chrysler Le Baron"
6371,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Convertible,Chrysler Le Baron"
6372,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Convertible,Chrysler Le Baron"
6373,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Chrysler Le Baron"
6374,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Chrysler Le Baron"
6375,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Convertible,Chrysler Le Baron"
6376,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Coupe,Pontiac Le Mans"
6377,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Coupe,Pontiac Le Mans"
6378,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Pontiac Le Mans"
6379,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Coupe,Pontiac Le Mans"
6380,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Pontiac Le Mans"
6381,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Coupe,Pontiac Le Mans"
6382,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Pontiac Le Mans"
6383,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Coupe,Pontiac Le Mans"
